Gender,OWN_CAR,OWN_REALTY,CNT_CHILDREN,ANN_INC,INC_CAT,EDU_LVL,STATUS,LIVING,OCCUPATION_TYPE,FAM_CNT,Age,Experience,target
F,Y,Y,1,67500.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,35,2,0
F,N,Y,0,135000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Accountants,2,46,2,0
F,N,Y,1,315000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,44,11,0
F,N,Y,0,270000.0,Commercial associate,Incomplete higher,Married,House / apartment,Accountants,2,40,9,0
F,Y,Y,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,3,42,7,0
F,N,Y,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,41,13,0
F,N,Y,0,112500.0,Working,Lower secondary,Civil marriage,Municipal apartment,Accountants,2,33,1,0
M,N,Y,0,495000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Accountants,2,45,1,0
M,Y,Y,1,450000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,3,42,7,0
M,Y,Y,0,270000.0,Commercial associate,Incomplete higher,Single / not married,House / apartment,Accountants,1,24,2,0
F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,55,1,0
M,Y,Y,1,247500.0,Working,Higher education,Married,House / apartment,Accountants,3,25,0,0
F,N,N,0,126000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,54,5,0
M,N,Y,0,337500.0,Working,Secondary / secondary special,Single / not married,House / apartment,Accountants,1,45,3,0
F,N,Y,0,112500.0,Working,Higher education,Married,House / apartment,Accountants,2,35,5,0
F,N,Y,1,270000.0,Working,Higher education,Married,House / apartment,Accountants,3,50,27,0
M,N,Y,0,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,Accountants,1,23,4,0
F,N,N,0,157500.0,Commercial associate,Secondary / secondary special,Single / not married,Rented apartment,Accountants,1,26,5,0
M,Y,N,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,51,6,0
F,N,Y,0,157500.0,Working,Incomplete higher,Single / not married,House / apartment,Accountants,1,26,0,0
M,Y,Y,0,202500.0,Working,Secondary / secondary special,Married,Municipal apartment,Accountants,2,46,0,0
F,N,Y,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,Accountants,1,23,2,0
F,N,Y,0,76500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,44,5,0
M,Y,Y,1,270000.0,Commercial associate,Higher education,Married,House / apartment,Accountants,3,49,15,0
F,Y,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,41,4,0
M,Y,Y,0,315000.0,Working,Higher education,Married,House / apartment,Accountants,2,23,3,0
F,Y,Y,0,166500.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,33,8,0
F,N,Y,2,225000.0,Working,Higher education,Married,House / apartment,Accountants,4,37,15,0
F,N,Y,2,225000.0,Working,Higher education,Married,House / apartment,Accountants,4,37,15,1
F,N,Y,0,157500.0,Working,Higher education,Married,House / apartment,Accountants,2,46,27,0
F,Y,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,39,5,0
F,N,Y,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,26,3,0
F,Y,Y,0,180000.0,State servant,Higher education,Married,House / apartment,Accountants,2,40,10,0
F,Y,N,1,112500.0,Working,Higher education,Married,House / apartment,Accountants,3,29,2,0
F,Y,Y,0,135000.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,Accountants,1,59,14,0
F,N,Y,1,270000.0,Commercial associate,Higher education,Married,House / apartment,Accountants,3,40,0,0
F,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Accountants,1,52,9,0
F,Y,Y,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,4,36,3,0
M,Y,Y,0,54000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,54,2,0
F,N,N,0,90000.0,Working,Secondary / secondary special,Single / not married,With parents,Accountants,1,27,8,0
M,N,Y,1,270000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,Accountants,3,40,2,0
F,Y,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,59,9,0
F,N,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,47,5,0
M,Y,Y,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,Accountants,1,31,3,0
M,N,Y,0,270000.0,Working,Higher education,Married,House / apartment,Accountants,2,37,10,0
F,Y,Y,0,180000.0,Working,Higher education,Married,House / apartment,Accountants,2,46,7,0
M,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,59,8,0
F,Y,Y,0,157500.0,Commercial associate,Incomplete higher,Married,House / apartment,Accountants,2,31,3,0
M,N,Y,0,247500.0,State servant,Secondary / secondary special,Married,House / apartment,Accountants,2,37,14,0
F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,56,5,0
F,N,Y,0,157500.0,Working,Higher education,Single / not married,House / apartment,Accountants,1,60,29,0
M,Y,Y,2,216000.0,State servant,Higher education,Married,House / apartment,Accountants,4,30,7,0
M,N,Y,1,225000.0,Working,Higher education,Married,House / apartment,Accountants,3,36,10,0
M,Y,Y,1,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,Accountants,2,40,4,0
F,N,Y,2,103500.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,4,42,5,0
F,N,N,0,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,42,2,0
F,N,Y,0,292500.0,Working,Secondary / secondary special,Widow,House / apartment,Accountants,1,54,8,0
M,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Accountants,1,39,2,0
M,Y,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,37,4,0
F,N,Y,0,306000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,51,8,1
F,N,Y,0,306000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,51,8,0
M,Y,Y,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,4,24,2,0
M,N,Y,0,450000.0,Commercial associate,Higher education,Married,House / apartment,Accountants,2,52,5,1
M,N,Y,0,450000.0,Commercial associate,Higher education,Married,House / apartment,Accountants,2,52,5,0
F,N,Y,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,4,35,3,0
M,Y,N,1,135000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Accountants,2,47,0,0
F,Y,Y,1,135000.0,Working,Secondary / secondary special,Married,With parents,Accountants,3,28,0,0
F,N,Y,0,99000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,53,22,0
F,N,Y,1,121500.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,36,3,0
M,Y,N,1,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,3,32,1,0
F,N,Y,1,180000.0,Working,Higher education,Civil marriage,House / apartment,Accountants,3,37,5,0
F,Y,Y,0,202500.0,Working,Higher education,Married,House / apartment,Accountants,2,55,20,0
M,N,Y,1,202500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Accountants,2,39,0,0
M,Y,Y,0,157500.0,Working,Higher education,Separated,House / apartment,Accountants,1,55,3,0
M,N,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,44,2,0
F,N,N,2,180000.0,Working,Higher education,Married,House / apartment,Accountants,4,32,4,0
M,N,N,0,112500.0,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,Accountants,1,43,0,0
F,N,N,0,135000.0,Working,Incomplete higher,Married,House / apartment,Accountants,2,29,5,0
M,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,38,0,0
F,Y,Y,1,292500.0,Working,Secondary / secondary special,Separated,With parents,Accountants,2,36,12,0
F,N,Y,0,129150.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Accountants,1,37,6,0
M,N,Y,0,112500.0,Working,Lower secondary,Civil marriage,House / apartment,Accountants,2,26,2,0
M,Y,Y,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,39,4,0
M,Y,Y,2,270000.0,Commercial associate,Incomplete higher,Married,House / apartment,Accountants,4,41,3,0
M,Y,Y,2,900000.0,Commercial associate,Higher education,Married,House / apartment,Accountants,4,27,2,0
M,Y,Y,2,900000.0,Commercial associate,Higher education,Married,House / apartment,Accountants,4,27,2,1
F,N,Y,1,112500.0,Working,Higher education,Married,House / apartment,Accountants,3,24,4,0
F,Y,Y,2,103500.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,Accountants,3,36,4,0
F,N,N,0,67500.0,Working,Secondary / secondary special,Civil marriage,Municipal apartment,Accountants,2,53,5,0
F,N,Y,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,36,5,0
M,Y,Y,1,270000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,27,3,0
F,N,Y,0,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,Accountants,2,58,4,0
M,Y,Y,1,135000.0,Working,Higher education,Married,House / apartment,Accountants,3,41,10,0
M,Y,N,0,121500.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,40,18,0
M,Y,Y,0,225000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,Accountants,2,33,6,0
F,N,Y,0,216000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,42,4,0
F,N,Y,2,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,4,35,15,0
M,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,60,3,0
M,Y,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,48,14,0
F,N,Y,0,202500.0,Working,Higher education,Married,House / apartment,Accountants,2,47,11,0
M,Y,N,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,33,2,0
M,Y,Y,0,225000.0,Commercial associate,Higher education,Married,House / apartment,Accountants,2,46,5,0
F,N,Y,1,166500.0,Working,Higher education,Married,House / apartment,Accountants,3,43,3,0
M,N,Y,0,270000.0,Working,Higher education,Married,House / apartment,Accountants,2,32,6,0
F,N,Y,0,99000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,41,12,0
M,Y,Y,0,441000.0,Commercial associate,Higher education,Separated,House / apartment,Accountants,1,39,1,0
F,N,Y,2,67500.0,Working,Secondary / secondary special,Separated,House / apartment,Accountants,3,37,8,0
M,Y,N,0,225000.0,Working,Higher education,Married,House / apartment,Accountants,2,40,8,0
F,Y,Y,0,234000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,Accountants,2,40,2,0
F,Y,Y,3,157500.0,Working,Higher education,Married,House / apartment,Accountants,5,35,2,0
M,N,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,30,0,0
M,Y,Y,0,225000.0,Working,Higher education,Married,House / apartment,Accountants,2,54,5,0
M,Y,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,50,16,0
M,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,47,3,0
M,Y,Y,0,90000.0,Working,Higher education,Married,House / apartment,Accountants,2,56,18,0
M,N,Y,0,157500.0,Working,Higher education,Civil marriage,House / apartment,Accountants,2,22,3,0
F,N,Y,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,4,38,3,0
M,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,38,3,0
M,Y,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,30,5,0
F,Y,Y,0,270000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Accountants,2,53,3,0
F,N,Y,2,121500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,4,29,6,0
M,N,Y,0,180000.0,Commercial associate,Higher education,Single / not married,With parents,Accountants,1,26,3,0
M,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,46,9,0
F,N,Y,0,225000.0,Working,Higher education,Single / not married,House / apartment,Accountants,1,46,0,0
F,Y,Y,0,162000.0,Working,Higher education,Separated,House / apartment,Accountants,1,42,9,0
M,N,Y,0,135000.0,Working,Higher education,Married,House / apartment,Accountants,2,47,12,0
F,N,N,2,315000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Accountants,3,30,1,0
F,N,Y,0,202500.0,State servant,Secondary / secondary special,Widow,House / apartment,Accountants,1,62,24,0
F,N,Y,0,90000.0,State servant,Secondary / secondary special,Separated,Municipal apartment,Accountants,1,44,9,0
M,N,N,2,270000.0,Working,Secondary / secondary special,Married,With parents,Accountants,4,40,0,0
F,N,N,0,216000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,42,1,0
F,N,Y,0,117000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,25,2,0
M,N,Y,1,243000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Accountants,2,36,14,0
F,Y,Y,4,540000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,6,32,9,0
M,Y,Y,2,450000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,4,49,3,0
M,N,Y,1,202500.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,Accountants,2,34,1,1
M,N,Y,1,202500.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,Accountants,2,34,1,0
M,Y,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,44,4,0
M,N,Y,1,90000.0,Working,Secondary / secondary special,Separated,House / apartment,Accountants,2,33,0,0
F,N,N,0,135000.0,Working,Secondary / secondary special,Single / not married,Rented apartment,Accountants,1,37,3,0
F,N,Y,0,247500.0,Working,Higher education,Married,House / apartment,Accountants,2,45,14,0
F,N,Y,0,180000.0,Working,Secondary / secondary special,Widow,House / apartment,Accountants,1,48,4,0
F,N,Y,0,103500.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,55,4,0
M,Y,Y,0,337500.0,Commercial associate,Higher education,Married,House / apartment,Accountants,2,50,20,0
F,N,Y,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,Accountants,1,57,9,0
F,N,Y,0,121500.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,56,0,0
F,N,Y,0,121500.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,56,0,1
M,N,Y,2,157500.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,4,35,0,0
F,N,Y,0,135000.0,Working,Lower secondary,Civil marriage,House / apartment,Accountants,2,41,2,0
F,N,N,0,225000.0,Working,Higher education,Married,House / apartment,Accountants,2,46,7,0
F,N,Y,0,54000.0,State servant,Secondary / secondary special,Married,House / apartment,Accountants,2,53,9,0
M,N,Y,0,270000.0,Working,Secondary / secondary special,Separated,House / apartment,Accountants,1,36,2,0
F,N,Y,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,38,0,0
F,Y,Y,1,112500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Accountants,3,31,2,0
M,Y,Y,1,405000.0,State servant,Higher education,Married,House / apartment,Accountants,3,31,13,0
F,N,Y,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,52,4,0
M,N,Y,0,315000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Accountants,2,49,11,0
M,Y,N,0,157500.0,Commercial associate,Secondary / secondary special,Married,With parents,Accountants,2,46,11,0
F,N,Y,3,157500.0,Working,Higher education,Married,House / apartment,Accountants,5,39,0,0
F,N,Y,0,157500.0,Working,Incomplete higher,Married,House / apartment,Accountants,2,38,6,0
F,N,Y,0,126000.0,State servant,Secondary / secondary special,Single / not married,House / apartment,Accountants,1,22,1,0
F,Y,Y,0,315000.0,State servant,Higher education,Married,House / apartment,Accountants,2,53,2,0
M,Y,Y,1,247500.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,37,6,0
F,N,Y,1,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,Accountants,2,32,0,0
M,Y,Y,1,135000.0,Working,Incomplete higher,Married,House / apartment,Accountants,3,31,13,0
M,Y,Y,0,139500.0,Working,Secondary / secondary special,Separated,House / apartment,Accountants,1,38,0,0
F,N,Y,0,130500.0,State servant,Secondary / secondary special,Single / not married,House / apartment,Accountants,1,23,0,0
F,N,Y,1,121500.0,State servant,Higher education,Separated,House / apartment,Accountants,2,38,3,0
F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,49,14,0
M,Y,Y,0,135000.0,Commercial associate,Incomplete higher,Civil marriage,House / apartment,Accountants,2,26,2,0
F,N,Y,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,49,30,0
M,N,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,47,21,0
M,Y,Y,0,315000.0,Commercial associate,Higher education,Married,House / apartment,Accountants,2,51,3,1
F,Y,Y,0,189000.0,Commercial associate,Higher education,Married,House / apartment,Accountants,2,42,11,0
F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,40,21,0
F,Y,N,0,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,46,13,0
F,N,Y,2,243000.0,State servant,Higher education,Married,House / apartment,Accountants,4,27,9,0
F,N,Y,3,67500.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,5,32,9,0
F,N,Y,0,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,Accountants,1,56,25,0
F,N,Y,0,135000.0,Commercial associate,Incomplete higher,Married,House / apartment,Accountants,2,30,8,0
F,Y,N,0,112500.0,Working,Secondary / secondary special,Married,Municipal apartment,Accountants,2,49,16,0
F,N,Y,1,112500.0,Working,Higher education,Married,With parents,Accountants,3,26,1,0
F,N,Y,0,261000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,Accountants,1,54,5,0
M,Y,Y,0,90000.0,Working,Secondary / secondary special,Single / not married,House / apartment,Accountants,1,29,3,0
M,N,Y,0,225000.0,State servant,Secondary / secondary special,Married,House / apartment,Accountants,2,33,1,0
F,N,Y,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,Accountants,1,51,2,0
F,N,N,0,126000.0,State servant,Secondary / secondary special,Separated,House / apartment,Accountants,1,57,7,0
F,N,Y,0,247500.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,Accountants,1,55,9,0
F,Y,Y,0,306000.0,Working,Higher education,Married,House / apartment,Accountants,2,37,3,0
M,Y,N,0,67500.0,Working,Higher education,Single / not married,House / apartment,Accountants,1,34,5,0
M,Y,Y,1,90000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,45,4,0
M,N,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,46,2,0
F,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,47,3,0
F,Y,Y,2,112500.0,Working,Higher education,Married,House / apartment,Accountants,4,38,7,0
F,N,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,43,7,0
F,N,Y,0,135000.0,State servant,Secondary / secondary special,Married,House / apartment,Accountants,2,56,25,0
F,N,N,1,202500.0,Working,Higher education,Civil marriage,House / apartment,Accountants,3,32,9,0
F,N,Y,0,225000.0,Working,Higher education,Married,House / apartment,Accountants,2,32,5,0
M,Y,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,60,19,0
F,Y,Y,0,157500.0,Commercial associate,Higher education,Civil marriage,House / apartment,Accountants,2,42,2,0
F,Y,Y,1,126000.0,Commercial associate,Higher education,Married,House / apartment,Accountants,3,34,0,0
M,N,Y,0,180000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Accountants,1,27,0,0
M,N,Y,0,81000.0,Commercial associate,Higher education,Single / not married,House / apartment,Accountants,1,27,5,0
M,Y,Y,0,126000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,40,7,0
F,N,Y,0,157500.0,Working,Higher education,Married,House / apartment,Accountants,2,34,1,0
M,N,Y,1,180000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Accountants,3,41,4,0
F,N,Y,0,144000.0,State servant,Secondary / secondary special,Married,House / apartment,Accountants,2,50,2,0
F,N,N,1,157500.0,Working,Higher education,Married,With parents,Accountants,3,34,0,0
M,Y,N,0,90000.0,Working,Secondary / secondary special,Single / not married,House / apartment,Accountants,1,39,4,0
M,N,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,58,1,0
F,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,41,6,0
M,Y,Y,0,130500.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,53,4,0
F,N,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,62,7,0
F,N,N,0,67500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,38,5,0
M,Y,Y,0,202500.0,Working,Secondary / secondary special,Single / not married,Rented apartment,Accountants,1,29,1,0
F,Y,Y,1,135000.0,Working,Secondary / secondary special,Separated,House / apartment,Accountants,2,32,1,0
M,N,Y,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,4,43,4,0
M,N,Y,2,148500.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,Accountants,4,43,12,0
F,Y,N,0,202500.0,State servant,Secondary / secondary special,Married,House / apartment,Accountants,2,53,32,0
F,N,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,31,4,0
F,N,N,0,234000.0,State servant,Higher education,Civil marriage,House / apartment,Accountants,2,60,14,0
F,Y,N,1,90000.0,Working,Incomplete higher,Married,Rented apartment,Accountants,3,33,9,0
F,N,Y,0,360000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,Accountants,2,49,8,0
F,N,Y,0,72000.0,Working,Secondary / secondary special,Widow,House / apartment,Accountants,1,54,5,0
M,Y,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,43,6,0
M,N,Y,0,99000.0,Working,Higher education,Married,Co-op apartment,Accountants,2,27,1,0
M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,43,5,0
F,N,Y,0,216000.0,Working,Secondary / secondary special,Single / not married,House / apartment,Accountants,1,49,8,0
M,Y,Y,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,36,4,0
F,N,N,1,270000.0,State servant,Secondary / secondary special,Married,House / apartment,Accountants,3,42,7,0
F,N,Y,0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,Accountants,1,35,2,0
F,N,N,0,180000.0,Working,Incomplete higher,Widow,House / apartment,Accountants,1,53,5,0
F,Y,N,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,Accountants,1,28,8,0
M,N,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,51,8,0
M,N,N,0,180000.0,State servant,Secondary / secondary special,Married,With parents,Accountants,2,27,4,0
F,N,N,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,55,19,0
M,Y,Y,1,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,3,47,0,0
F,N,Y,0,117000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,44,13,0
M,N,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,35,9,0
F,N,Y,1,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,Accountants,3,38,19,0
M,Y,N,0,90000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Accountants,2,60,6,0
F,N,Y,0,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,Accountants,1,48,4,0
F,N,Y,0,157500.0,State servant,Secondary / secondary special,Widow,House / apartment,Accountants,1,62,5,0
M,Y,Y,1,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,3,41,11,0
M,Y,N,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,3,40,2,0
F,N,N,0,189000.0,Working,Secondary / secondary special,Single / not married,House / apartment,Accountants,1,56,4,0
M,Y,Y,0,72000.0,Working,Higher education,Married,House / apartment,Accountants,2,59,1,0
M,Y,N,1,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,3,35,3,0
F,N,Y,0,90000.0,Commercial associate,Higher education,Separated,House / apartment,Accountants,1,50,24,0
F,N,Y,0,63000.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,Accountants,2,53,20,0
F,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,35,3,0
M,Y,Y,0,256500.0,Commercial associate,Higher education,Married,House / apartment,Accountants,2,46,11,0
F,Y,Y,1,157500.0,Working,Higher education,Married,House / apartment,Accountants,3,45,6,0
M,Y,Y,0,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,Accountants,1,25,4,0
M,Y,Y,0,184500.0,Commercial associate,Secondary / secondary special,Married,With parents,Accountants,2,54,1,0
M,N,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,51,4,0
F,Y,Y,0,252000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,48,3,0
F,N,Y,1,90000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,45,3,0
F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,51,12,0
M,N,N,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,37,2,0
M,Y,Y,0,225000.0,State servant,Secondary / secondary special,Married,House / apartment,Accountants,2,37,10,0
F,N,Y,0,112500.0,Commercial associate,Higher education,Married,Municipal apartment,Accountants,2,40,8,0
F,N,Y,0,126000.0,Working,Secondary / secondary special,Single / not married,With parents,Accountants,1,31,0,0
F,N,Y,0,45000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,55,17,0
M,Y,Y,0,292500.0,Commercial associate,Higher education,Married,House / apartment,Accountants,2,32,2,0
F,N,Y,0,612000.0,State servant,Secondary / secondary special,Married,House / apartment,Accountants,2,34,10,0
F,N,Y,0,171000.0,Working,Higher education,Single / not married,House / apartment,Accountants,1,28,5,0
F,Y,Y,0,112500.0,Working,Higher education,Married,House / apartment,Accountants,2,31,6,0
F,Y,Y,2,180000.0,Commercial associate,Higher education,Married,House / apartment,Accountants,4,32,3,0
F,Y,Y,0,270000.0,Working,Higher education,Married,House / apartment,Accountants,2,56,17,0
F,N,Y,0,166500.0,Working,Secondary / secondary special,Single / not married,With parents,Accountants,1,26,1,0
F,Y,Y,0,292500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,42,8,0
F,N,Y,0,171000.0,Working,Secondary / secondary special,Single / not married,Rented apartment,Accountants,1,46,1,0
F,N,Y,1,117000.0,Working,Higher education,Married,House / apartment,Accountants,3,52,1,0
F,N,Y,2,112500.0,Working,Higher education,Married,House / apartment,Accountants,4,27,2,0
F,N,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,34,15,0
F,N,Y,0,180000.0,Working,Secondary / secondary special,Separated,House / apartment,Accountants,1,35,0,0
F,N,Y,1,292500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Accountants,3,48,24,0
